id,start,end
1873,65,71572
1874,65,71573
1875,65,170064
1876,65,180007
1877,65,180009
1878,65,180012
1879,66,70104
1880,66,70630
1881,66,71574
1882,66,71575
1883,66,71576
1884,66,71577
1885,66,71578
1886,66,71579
1887,66,71580
1888,66,71581
1889,66,71582
1890,66,71583
1891,66,71584
1892,66,71585
1893,66,71586
1894,66,170065
1895,66,180006
1896,67,70921
1897,67,71587
1898,67,71588
1899,67,71589
1900,67,71590
1901,67,71591
1902,67,71592
1903,67,71593
1904,67,71594
1905,67,71595
1906,67,71596
1907,67,170066
1908,67,180003
1909,67,180005
1910,68,71597
1911,68,71598
1912,68,71599
1913,68,170067
1914,68,180003
1915,69,70113
1916,69,70583
1917,69,70598
1918,69,70599
1919,69,70665
1920,69,71600
1921,69,71601
1922,69,71602
1923,69,71603
1924,69,71604
1925,69,71605
1926,69,71606
1927,69,71607
1928,69,71608
1929,69,71609
1930,69,71610
1931,69,71611
1932,69,71612
1933,69,71613
1934,69,71614
1935,69,71615
1936,69,71616
1937,69,71617
1938,69,170068
1939,69,180003
1940,69,180007
1941,69,180009
1942,69,180010
1943,70,70046
1944,70,70449
1945,70,70499
1946,70,70599
1947,70,70674
1948,70,71302
1949,70,71618
1950,70,71619
1951,70,71620
1952,70,71621
1953,70,71622
1954,70,71623
1955,70,71624
1956,70,71625
1957,70,71626
1958,70,71627
1959,70,71628
1960,70,71629
1961,70,71630
1962,70,71631
1963,70,71632
1964,70,71633
1965,70,170069
1966,70,180007
1967,71,71377
1968,71,71634
1969,71,71635
1970,71,71636
1971,71,71637
1972,71,71638
1973,71,71639
1974,71,71640
1975,71,71641
1976,71,71642
1977,71,71643
1978,71,71644
1979,71,71645
1980,71,71646
1981,71,71647
1982,71,71648
1983,71,71649
1984,71,170070
1985,71,180003
1986,71,180006
1987,72,70485
1988,72,71216
1989,72,71650
1990,72,71651
1991,72,71652
1992,72,71653
1993,72,71654
1994,72,71655
1995,72,71656
1996,72,71657
1997,72,71658
1998,72,170071
1999,72,180006
2000,72,180015
2001,73,71659
2002,73,71660
2003,73,71661
2004,73,71662
2005,73,71663
2006,73,71664
2007,73,71665
2008,73,71666
2009,73,71667
2010,73,71668
2011,73,71669
2012,73,71670
2013,73,71671
2014,73,71672
2015,73,71673
2016,73,71674
2017,73,170072
2018,73,180005
2019,73,180006
2020,74,71675
2021,74,71676
2022,74,71677
2023,74,71678
2024,74,71679
2025,74,71680
2026,74,71681
2027,74,71682
2028,74,71683
2029,74,71684
2030,74,71685
2031,74,71686
2032,74,71687
2033,74,71688
2034,74,71689
2035,74,71690
2036,74,71691
2037,74,71692
2038,74,71693
2039,74,71694
2040,74,71695
2041,74,71696
2042,74,71697
2043,74,170073
2044,74,180003
2045,74,180006
2046,75,71341
2047,75,71698
2048,75,71699
2049,75,71700
2050,75,71701
2051,75,71702
2052,75,71703
2053,75,71704
2054,75,71705
2055,75,71706
2056,75,71707
2057,75,71708
2058,75,71709
2059,75,71710
2060,75,170074
2061,75,180007
2062,75,180009
2063,75,180012
2064,76,71711
2065,76,71712
2066,76,71713
2067,76,71714
2068,76,71715
2069,76,71716
2070,76,71717
2071,76,71718
2072,76,71719
2073,76,71720
2074,76,170075
2075,76,180014
2076,77,71721
2077,77,71722
2078,77,71723
2079,77,71724
2080,77,71725
2081,77,71726
2082,77,71727
2083,77,71728
2084,77,71729
2085,77,71730
2086,77,71731
2087,77,71732
2088,77,71733
2089,77,71734
2090,77,71735
2091,77,71736
2092,77,71737
2093,77,71738
2094,77,71739
2095,77,71740
2096,77,71741
2097,77,71742
2098,77,71743
2099,77,71744
2100,77,71745
2101,77,71746
2102,77,71747
2103,77,71748
2104,77,71749
2105,77,71750
2106,77,71751
2107,77,71752
2108,77,71753
2109,77,71754
2110,77,71755
2111,77,71756
2112,77,71757
2113,77,71758
2114,77,71759
2115,77,71760
2116,77,71761
2117,77,71762
2118,77,71763
2119,77,71764
2120,77,71765
2121,77,71766
2122,77,71767
2123,77,71768
2124,77,71769
2125,77,71770
2126,77,170076
2127,77,180006
2128,78,70479
2129,78,70527
2130,78,70668
2131,78,70861
2132,78,71317
2133,78,71427
2134,78,71575
2135,78,71586
2136,78,71771
2137,78,71772
2138,78,71773
2139,78,71774
2140,78,71775
2141,78,71776
2142,78,71777
2143,78,71778
2144,78,71779
2145,78,71780
2146,78,71781
2147,78,71782
2148,78,71783
2149,78,71784
2150,78,71785
2151,78,71786
2152,78,71787
2153,78,71788
2154,78,71789
2155,78,71790
2156,78,71791
2157,78,71792
2158,78,71793
2159,78,71794
2160,78,71795
2161,78,71796
2162,78,71797
2163,78,71798
2164,78,71799
2165,78,71800
2166,78,71801
2167,78,71802
2168,78,71803
2169,78,71804
2170,78,71805
2171,78,71806
2172,78,71807
2173,78,71808
2174,78,170077
2175,78,180006
2176,78,180009
2177,79,71809
2178,79,71810
2179,79,71811
2180,79,71812
2181,79,71813
2182,79,71814
2183,79,71815
2184,79,71816
2185,79,170078
2186,79,180002
2187,79,180006
2188,80,70087
2189,80,70423
2190,80,70621
2191,80,71143
2192,80,71329
2193,80,71817
2194,80,71818
2195,80,71819
2196,80,71820
2197,80,71821
2198,80,71822
2199,80,71823
2200,80,71824
2201,80,71825
2202,80,71826
2203,80,71827
2204,80,71828
2205,80,71829
2206,80,71830
2207,80,71831
2208,80,71832
2209,80,71833
2210,80,71834
2211,80,71835
2212,80,71836
2213,80,71837
2214,80,71838
2215,80,71839
2216,80,71840
2217,80,71841
2218,80,71842
2219,80,71843
2220,80,71844
2221,80,71845
2222,80,71846
2223,80,71847
2224,80,71848
2225,80,71849
2226,80,71850
2227,80,71851
2228,80,71852
2229,80,71853
2230,80,71854
2231,80,71855
2232,80,71856
2233,80,71857
2234,80,71858
2235,80,71859
2236,80,71860
2237,80,71861
2238,80,71862
2239,80,71863
2240,80,71864
2241,80,71865
2242,80,170079
2243,80,180005
2244,80,180006
2245,80,180008
2246,81,71866
2247,81,71867
2248,81,71868
2249,81,71869
2250,81,71870
2251,81,71871
2252,81,71872
2253,81,71873
2254,81,71874
2255,81,71875
2256,81,71876
2257,81,71877
2258,81,71878
2259,81,71879
2260,81,71880
2261,81,71881
2262,81,71882
2263,81,71883
2264,81,71884
2265,81,71885
2266,81,71886
2267,81,71887
2268,81,71888
2269,81,71889
2270,81,71890
2271,81,71891
2272,81,71892
2273,81,71893
2274,81,71894
2275,81,71895
2276,81,71896
2277,81,71897
2278,81,71898
2279,81,71899
2280,81,71900
2281,81,71901
2282,81,71902
2283,81,71903
2284,81,71904
2285,81,71905
2286,81,71906
2287,81,71907
2288,81,71908
2289,81,71909
2290,81,71910
2291,81,71911
2292,81,71912
2293,81,71913
2294,81,71914
2295,81,71915
2296,81,71916
2297,81,71917
2298,81,71918
2299,81,71919
2300,81,71920
2301,81,71921
2302,81,71922
2303,81,71923
2304,81,71924
2305,81,71925
2306,81,71926
2307,81,71927
2308,81,71928
2309,81,71929
2310,81,71930
2311,81,71931
2312,81,170080
2313,81,180003
2314,81,180006
2315,82,70058
2316,82,71932
2317,82,71933
2318,82,71934
2319,82,71935
2320,82,71936
2321,82,71937
2322,82,71938
2323,82,71939
2324,82,71940
2325,82,71941
2326,82,71942
2327,82,71943
2328,82,71944
2329,82,71945
2330,82,71946
2331,82,71947
2332,82,71948
2333,82,170081
2334,82,180006
2335,83,70999
2336,83,71221
2337,83,71949
2338,83,71950
2339,83,71951
2340,83,71952
2341,83,71953
2342,83,71954
2343,83,71955
2344,83,71956
2345,83,71957
2346,83,71958
2347,83,71959
2348,83,71960
2349,83,71961
2350,83,71962
2351,83,71963
2352,83,71964
2353,83,71965
2354,83,170082
2355,83,180003
2356,83,180006
2357,84,70734
2358,84,71100
2359,84,71966
2360,84,71967
2361,84,71968
2362,84,71969
2363,84,71970
2364,84,71971
2365,84,71972
2366,84,71973
2367,84,71974
2368,84,71975
2369,84,71976
2370,84,170083
2371,84,180005
2372,84,180006
2373,85,71207
2374,85,71222
2375,85,71455
2376,85,71746
2377,85,71977
2378,85,71978
2379,85,71979
2380,85,71980
2381,85,71981
2382,85,71982
2383,85,71983
2384,85,71984
2385,85,71985
2386,85,71986
2387,85,71987
2388,85,71988
2389,85,71989
2390,85,71990
2391,85,71991
2392,85,71992
2393,85,71993
2394,85,71994
2395,85,71995
2396,85,71996
2397,85,71997
2398,85,71998
2399,85,71999
2400,85,72000
2401,85,72001
2402,85,72002
2403,85,72003
2404,85,72004
2405,85,72005
2406,85,72006
2407,85,170084
2408,85,180000
2409,85,180006
2410,86,70305
2411,86,71269
2412,86,72007
2413,86,72008
2414,86,72009
2415,86,72010
2416,86,72011
2417,86,72012
2418,86,72013
2419,86,72014
2420,86,72015
2421,86,72016
2422,86,72017
2423,86,72018
2424,86,72019
2425,86,72020
2426,86,72021
2427,86,72022
2428,86,72023
2429,86,72024
2430,86,72025
2431,86,72026
2432,86,72027
2433,86,72028
2434,86,72029
2435,86,72030
2436,86,170085
2437,86,180002
2438,86,180003
2439,87,72031
2440,87,72032
2441,87,72033
2442,87,72034
2443,87,72035
2444,87,72036
2445,87,72037
2446,87,72038
2447,87,72039
2448,87,72040
2449,87,72041
2450,87,72042
2451,87,170086
2452,87,180003
2453,88,70189
2454,88,71073
2455,88,71828
2456,88,72043
2457,88,72044
2458,88,72045
2459,88,72046
2460,88,72047
2461,88,72048
2462,88,72049
2463,88,72050
2464,88,72051
2465,88,72052
2466,88,72053
2467,88,72054
2468,88,72055
2469,88,72056
2470,88,72057
2471,88,72058
2472,88,72059
2473,88,72060
2474,88,72061
2475,88,72062
2476,88,72063
2477,88,72064
2478,88,72065
2479,88,72066
2480,88,72067
2481,88,72068
2482,88,72069
2483,88,72070
2484,88,72071
2485,88,72072
2486,88,72073
2487,88,72074
2488,88,72075
2489,88,72076
2490,88,72077
2491,88,72078
2492,88,72079
2493,88,72080
2494,88,170087
2495,88,180007
2496,88,180009
2497,89,71032
2498,89,72081
2499,89,72082
2500,89,72083
2501,89,72084
2502,89,72085
2503,89,72086
2504,89,72087
2505,89,72088
2506,89,72089
2507,89,72090
2508,89,72091
2509,89,170088
2510,89,180006
2511,90,70847
2512,90,70883
2513,90,72092
2514,90,72093
2515,90,72094
2516,90,72095
2517,90,72096
2518,90,72097
2519,90,72098
2520,90,72099
2521,90,72100
2522,90,72101
2523,90,72102
2524,90,72103
2525,90,72104
2526,90,72105
2527,90,72106
2528,90,72107
2529,90,72108
2530,90,72109
2531,90,72110
2532,90,72111
2533,90,72112
2534,90,72113
2535,90,72114
2536,90,72115
2537,90,72116
2538,90,72117
2539,90,72118
2540,90,72119
2541,90,170089
2542,90,180006
2543,90,180009
2544,90,180010
2545,91,70059
2546,91,72120
2547,91,72121
2548,91,72122
2549,91,72123
2550,91,72124
2551,91,72125
2552,91,72126
2553,91,72127
2554,91,72128
2555,91,72129
2556,91,72130
2557,91,72131
2558,91,72132
2559,91,72133
2560,91,72134
2561,91,72135
2562,91,72136
2563,91,72137
2564,91,72138
2565,91,72139
2566,91,170090
2567,91,180003
2568,91,180005
2569,92,70129
2570,92,70420
2571,92,70875
2572,92,71335
2573,92,71336
2574,92,71658
2575,92,71772
2576,92,71957
2577,92,72140
2578,92,72141
2579,92,72142
2580,92,72143
2581,92,72144
2582,92,72145
2583,92,72146
2584,92,72147
2585,92,72148
2586,92,170091
2587,92,180003
2588,92,180005
2589,92,180006
2590,93,70127
2591,93,70318
2592,93,70606
2593,93,70661
2594,93,70669
2595,93,70671
2596,93,70817
2597,93,71662
2598,93,72149
2599,93,72150
2600,93,72151
2601,93,72152
2602,93,72153
2603,93,72154
2604,93,72155
2605,93,72156
2606,93,72157
2607,93,72158
2608,93,72159
2609,93,72160
2610,93,72161
2611,93,72162
2612,93,72163
2613,93,72164
2614,93,72165
2615,93,170092
2616,93,180000
2617,93,180007
2618,93,180009
2619,94,70846
2620,94,70849
2621,94,72166
2622,94,72167
2623,94,72168
2624,94,72169
2625,94,72170
2626,94,72171
2627,94,72172
2628,94,72173
2629,94,72174
2630,94,72175
2631,94,72176
2632,94,72177
2633,94,72178
2634,94,72179
2635,94,72180
2636,94,170093
2637,94,180003
2638,94,180006
2639,95,72181
2640,95,72182
2641,95,72183
2642,95,72184
2643,95,72185
2644,95,72186
2645,95,72187
2646,95,72188
2647,95,72189
2648,95,72190
2649,95,72191
2650,95,72192
2651,95,72193
2652,95,72194
2653,95,72195
2654,95,72196
2655,95,72197
2656,95,72198
2657,95,170094
2658,95,180006
2659,96,71955
2660,96,71964
2661,96,72147
2662,96,72199
2663,96,72200
2664,96,72201
2665,96,72202
2666,96,72203
2667,96,72204
2668,96,72205
2669,96,72206
2670,96,72207
2671,96,72208
2672,96,72209
2673,96,72210
2674,96,170082
2675,96,180007
2676,96,180009
2677,97,72211
2678,97,72212
2679,97,72213
2680,97,72214
2681,97,72215
2682,97,72216
2683,97,72217
2684,97,170095
2685,97,180014
2686,98,70104
2687,98,70257
2688,98,70294
2689,98,70403
2690,98,70479
2691,98,71035
2692,98,71429
2693,98,72218
2694,98,72219
2695,98,72220
2696,98,72221
2697,98,72222
2698,98,72223
2699,98,72224
2700,98,72225
2701,98,72226
2702,98,72227
2703,98,72228
2704,98,72229
2705,98,72230
2706,98,72231
2707,98,72232
2708,98,72233
2709,98,72234
2710,98,72235
2711,98,72236
2712,98,72237
2713,98,72238
2714,98,72239
2715,98,72240
2716,98,72241
2717,98,72242
2718,98,72243
2719,98,72244
2720,98,72245
2721,98,72246
2722,98,72247
2723,98,170096
2724,98,180006
2725,98,180009
2726,99,71841
2727,99,72248
2728,99,72249
2729,99,72250
2730,99,72251
2731,99,72252
2732,99,72253
2733,99,72254
2734,99,72255
2735,99,72256
2736,99,72257
2737,99,72258
2738,99,72259
2739,99,72260
2740,99,72261
2741,99,72262
2742,99,72263
2743,99,72264
2744,99,72265
2745,99,170097
2746,99,180000
2747,99,180003
2748,99,180005
2749,99,180008
2750,100,70008
2751,100,70215
2752,100,70670
2753,100,72266
2754,100,72267
2755,100,72268
2756,100,72269
2757,100,72270
2758,100,72271
2759,100,72272
2760,100,72273
2761,100,72274
2762,100,72275
2763,100,72276
2764,100,72277
2765,100,72278
2766,100,72279
2767,100,72280
2768,100,72281
2769,100,72282
2770,100,72283
2771,100,72284
2772,100,72285
2773,100,72286
2774,100,72287
2775,100,72288
2776,100,72289
2777,100,72290
2778,100,170098
2779,100,180003
2780,101,70046
2781,101,70294
2782,101,72291
2783,101,72292
2784,101,72293
2785,101,72294
2786,101,72295
2787,101,72296
2788,101,72297
2789,101,72298
2790,101,72299
2791,101,72300
2792,101,72301
2793,101,72302
2794,101,72303
2795,101,72304
2796,101,170099
2797,101,180009
2798,101,180011
2799,101,180012
2800,102,70046
2801,102,72305
2802,102,72306
2803,102,72307
2804,102,72308
2805,102,72309
2806,102,72310
2807,102,72311
2808,102,72312
2809,102,72313
2810,102,72314
2811,102,72315
2812,102,72316
2813,102,72317
2814,102,72318
2815,102,72319
2816,102,72320
2817,102,72321
2818,102,72322
2819,102,72323
2820,102,72324
2821,102,72325
2822,102,72326
2823,102,72327
2824,102,72328
2825,102,72329
2826,102,72330
2827,102,72331
2828,102,72332
2829,102,72333
2830,102,72334
2831,102,72335
2832,102,72336
2833,102,72337
2834,102,72338
2835,102,72339
2836,102,72340
2837,102,72341
2838,102,72342
2839,102,72343
2840,102,72344
2841,102,72345
2842,102,72346
2843,102,72347
2844,102,72348
2845,102,72349
2846,102,72350
2847,102,72351
2848,102,72352
2849,102,72353
2850,102,72354
2851,102,72355
2852,102,72356
2853,102,72357
2854,102,72358
2855,102,72359
2856,102,72360
2857,102,170100
2858,102,180003
2859,103,71663
2860,103,72361
2861,103,72362
2862,103,72363
2863,103,72364
2864,103,72365
2865,103,72366
2866,103,72367
2867,103,72368
2868,103,72369
2869,103,170101
2870,103,180005
2871,103,180006
2872,104,72370
2873,104,72371
2874,104,72372
2875,104,72373
2876,104,72374
2877,104,72375
2878,104,72376
2879,104,72377
2880,104,72378
2881,104,72379
2882,104,170102
2883,104,180003
2884,104,180006
2885,105,71266
2886,105,72171
2887,105,72380
2888,105,72381
2889,105,72382
2890,105,72383
2891,105,72384
2892,105,72385
2893,105,72386
2894,105,72387
2895,105,72388
2896,105,72389
2897,105,170103
2898,105,180000
2899,105,180002
2900,105,180003
2901,105,180016
2902,106,70503
2903,106,70505
2904,106,71277
2905,106,72390
2906,106,72391
2907,106,72392
2908,106,72393
2909,106,72394
2910,106,72395
2911,106,72396
2912,106,72397
2913,106,72398
2914,106,72399
2915,106,72400
2916,106,72401
2917,106,72402
2918,106,72403
2919,106,72404
2920,106,72405
2921,106,72406
2922,106,72407
2923,106,72408
2924,106,72409
2925,106,72410
2926,106,72411
2927,106,72412
2928,106,72413
2929,106,72414
2930,106,72415
2931,106,72416
2932,106,72417
2933,106,72418
2934,106,72419
2935,106,72420
2936,106,72421
2937,106,72422
2938,106,72423
2939,106,72424
2940,106,72425
2941,106,72426
2942,106,72427
2943,106,72428
2944,106,72429
2945,106,72430
2946,106,72431
2947,106,170104
2948,106,180006
2949,106,180007
2950,106,180015
2951,107,70136
2952,107,70665
2953,107,72432
2954,107,72433
2955,107,72434
2956,107,72435
2957,107,72436
2958,107,72437
2959,107,72438
2960,107,72439
2961,107,72440
2962,107,72441
2963,107,72442
2964,107,72443
2965,107,72444
2966,107,72445
2967,107,72446
2968,107,72447
2969,107,72448
2970,107,72449
2971,107,72450
2972,107,72451
2973,107,72452
2974,107,72453
2975,107,72454
2976,107,72455
2977,107,72456
2978,107,72457
2979,107,72458
2980,107,72459
2981,107,170015
2982,107,180006
2983,107,180008
2984,107,180009
2985,108,72460
2986,108,72461
2987,108,72462
2988,108,72463
2989,108,72464
2990,108,72465
2991,108,72466
2992,108,72467
2993,108,72468
2994,108,72469
2995,108,170105
2996,108,180000
2997,108,180003
2998,108,180007
2999,108,180008
3000,109,71026
3001,109,71338
3002,109,71653
3003,109,72155
3004,109,72367
3005,109,72470
3006,109,72471
3007,109,72472
3008,109,72473
3009,109,72474
3010,109,72475
3011,109,72476
3012,109,72477
3013,109,72478
3014,109,72479
3015,109,72480
3016,109,72481
3017,109,72482
3018,109,72483
3019,109,72484
3020,109,72485
3021,109,72486
3022,109,72487
3023,109,72488
3024,109,170106
3025,109,180006
3026,109,180011
3027,110,71228
3028,110,71327
3029,110,72489
3030,110,72490
3031,110,72491
3032,110,72492
3033,110,72493
3034,110,72494
3035,110,72495
3036,110,72496
3037,110,72497
3038,110,72498
3039,110,72499
3040,110,72500
3041,110,72501
3042,110,72502
3043,110,72503
3044,110,72504
3045,110,170107
3046,110,180006
3047,111,72505
3048,111,72506
3049,111,72507
3050,111,170108
3051,111,180003
3052,112,70844
3053,112,72100
3054,112,72508
3055,112,72509
3056,112,72510
3057,112,170109
3058,112,180014
3059,113,72511
3060,113,72512
3061,113,72513
3062,113,72514
3063,113,72515
3064,113,72516
3065,113,72517
3066,113,72518
3067,113,72519
3068,113,72520
3069,113,72521
3070,113,72522
3071,113,170110
3072,113,180006
3073,113,180008
3074,114,71222
3075,114,72310
3076,114,72523
3077,114,72524
3078,114,72525
3079,114,72526
3080,114,72527
3081,114,72528
3082,114,72529
3083,114,72530
3084,114,72531
3085,114,72532
3086,114,170111
3087,114,180003
3088,114,180005
3089,115,70181
3090,115,70443
3091,115,70481
3092,115,71221
3093,115,71268
3094,115,71576
3095,115,71659
3096,115,71765
3097,115,71819
3098,115,71843
3099,115,72024
3100,115,72533
3101,115,72534
3102,115,72535
3103,115,72536
3104,115,72537
3105,115,72538
3106,115,72539
3107,115,72540
3108,115,72541
3109,115,72542
3110,115,72543
3111,115,72544
3112,115,72545
3113,115,72546
3114,115,72547
3115,115,72548
3116,115,72549
3117,115,72550
3118,115,72551
3119,115,72552
3120,115,72553
3121,115,72554
3122,115,72555
3123,115,72556
3124,115,72557
3125,115,72558
3126,115,72559
3127,115,72560
3128,115,72561
3129,115,72562
3130,115,72563
3131,115,72564
3132,115,170112
3133,115,180003
3134,116,72565
3135,116,72566
3136,116,72567
3137,116,72568
3138,116,72569
3139,116,72570
3140,116,72571
3141,116,72572
3142,116,72573
3143,116,170113
3144,116,180006
3145,117,71283
3146,117,71387
3147,117,72574
3148,117,72575
3149,117,72576
3150,117,72577
3151,117,72578
3152,117,72579
3153,117,72580
3154,117,72581
3155,117,72582
3156,117,72583
3157,117,72584
3158,117,72585
3159,117,72586
3160,117,72587
3161,117,72588
3162,117,72589
3163,117,72590
3164,117,72591
3165,117,72592
3166,117,170030
3167,117,180006
3168,118,70030
3169,118,70069
3170,118,70428
3171,118,71317
3172,118,72121
3173,118,72126
3174,118,72570
3175,118,72593
3176,118,72594
3177,118,72595
3178,118,72596
3179,118,72597
3180,118,72598
3181,118,72599
3182,118,72600
3183,118,72601
3184,118,72602
3185,118,72603
3186,118,72604
3187,118,72605
3188,118,72606
3189,118,72607
3190,118,72608
3191,118,72609
3192,118,72610
3193,118,72611
3194,118,72612
3195,118,72613
3196,118,72614
3197,118,72615
3198,118,170114
3199,118,180003
3200,118,180005
3201,119,72616
3202,119,72617
3203,119,72618
3204,119,72619
3205,119,72620
3206,119,72621
3207,119,170115
3208,119,180005
3209,119,180006
3210,119,180011
3211,120,72622
3212,120,72623
3213,120,72624
3214,120,72625
3215,120,72626
3216,120,72627
3217,120,72628
3218,120,72629
3219,120,72630
3220,120,72631
3221,120,72632
3222,120,72633
3223,120,170116
3224,120,180006
3225,121,71021
3226,121,71233
3227,121,71666
3228,121,72310
3229,121,72634
3230,121,72635
3231,121,72636
3232,121,72637
3233,121,72638
3234,121,72639
3235,121,72640
3236,121,72641
3237,121,72642
3238,121,72643
3239,121,72644
3240,121,72645
3241,121,72646
3242,121,72647
3243,121,72648
3244,121,72649
3245,121,72650
3246,121,72651
3247,121,72652
3248,121,72653
3249,121,72654
3250,121,170117
3251,121,180003
3252,122,71024
3253,122,72655
3254,122,72656
3255,122,72657
3256,122,72658
3257,122,72659
3258,122,170118
3259,122,180000
3260,122,180002
3261,122,180004
3262,123,72660
3263,123,72661
3264,123,170119
3265,123,180014
3266,124,70176
3267,124,70653
3268,124,70658
3269,124,71773
3270,124,71844
3271,124,72662
3272,124,72663
3273,124,72664
3274,124,72665
3275,124,72666
3276,124,72667
3277,124,72668
3278,124,72669
3279,124,72670
3280,124,72671
3281,124,72672
3282,124,72673
3283,124,72674
3284,124,72675
3285,124,72676
3286,124,72677
3287,124,72678
3288,124,170120
3289,124,180003
3290,124,180005
3291,125,72415
3292,125,72679
3293,125,72680
3294,125,72681
3295,125,72682
3296,125,72683
3297,125,72684
3298,125,72685
3299,125,72686
3300,125,72687
3301,125,72688
3302,125,170121
3303,125,180006
3304,126,71303
3305,126,72142
3306,126,72419
3307,126,72420
3308,126,72689
3309,126,72690
3310,126,72691
3311,126,72692
3312,126,72693
3313,126,72694
3314,126,72695
3315,126,72696
3316,126,72697
3317,126,72698
3318,126,72699
3319,126,72700
3320,126,72701
3321,126,72702
3322,126,72703
3323,126,72704
3324,126,72705
3325,126,72706
3326,126,72707
3327,126,72708
3328,126,72709
3329,126,72710
3330,126,72711
3331,126,72712
3332,126,72713
3333,126,72714
3334,126,72715
3335,126,72716
3336,126,72717
3337,126,72718
3338,126,72719
3339,126,72720
3340,126,72721
3341,126,72722
3342,126,72723
3343,126,72724
3344,126,72725
3345,126,72726
3346,126,170122
3347,126,180005
3348,126,180006
3349,127,70023
3350,127,71054
3351,127,71268
3352,127,71319
3353,127,71333
3354,127,71345
3355,127,72727
3356,127,72728
3357,127,72729
3358,127,72730
3359,127,72731
3360,127,72732
3361,127,72733
3362,127,72734
3363,127,72735
3364,127,72736
3365,127,72737
3366,127,72738
3367,127,72739
3368,127,72740
3369,127,72741
3370,127,72742
3371,127,72743
3372,127,72744
3373,127,72745
3374,127,72746
3375,127,72747
3376,127,72748
3377,127,72749
3378,127,72750
3379,127,72751
3380,127,72752
3381,127,72753
3382,127,72754
3383,127,72755
3384,127,72756
3385,127,72757
3386,127,72758
3387,127,72759
3388,127,72760
3389,127,72761
3390,127,72762
3391,127,72763
3392,127,72764
3393,127,72765
3394,127,72766
3395,127,72767
3396,127,72768
3397,127,170050
3398,127,180009
3399,128,72271
3400,128,72769
3401,128,72770
3402,128,72771
3403,128,72772
3404,128,72773
3405,128,170123
3406,128,180014
3407,129,70303
3408,129,70785
3409,129,71234
3410,129,71491
3411,129,72141
3412,129,72774
3413,129,72775
3414,129,72776
3415,129,72777
3416,129,72778
3417,129,72779
3418,129,72780
3419,129,72781
3420,129,72782
3421,129,72783
3422,129,72784
3423,129,72785
3424,129,72786
3425,129,72787
3426,129,72788
3427,129,72789
3428,129,72790
3429,129,72791
3430,129,72792
3431,129,72793
3432,129,72794
3433,129,72795
3434,129,72796
3435,129,72797
3436,129,72798
3437,129,72799
3438,129,72800
3439,129,72801
3440,129,72802
3441,129,72803
3442,129,72804
3443,129,72805
3444,129,72806
3445,129,72807
3446,129,72808
3447,129,170124
3448,129,180003
3449,130,72809
3450,130,72810
3451,130,72811
3452,130,170125
3453,130,180014
3454,131,70041
3455,131,70793
3456,131,71828
3457,131,72812
3458,131,72813
3459,131,72814
3460,131,72815
3461,131,72816
3462,131,72817
3463,131,72818
3464,131,170126
3465,131,180014
3466,132,70223
3467,132,70795
3468,132,71027
3469,132,72819
3470,132,72820
3471,132,72821
3472,132,72822
3473,132,72823
3474,132,72824
3475,132,72825
3476,132,72826
3477,132,72827
3478,132,72828
3479,132,72829
3480,132,72830
3481,132,72831
3482,132,72832
3483,132,72833
3484,132,72834
3485,132,72835
3486,132,72836
3487,132,72837
3488,132,72838
3489,132,72839
3490,132,72840
3491,132,170092
3492,132,180006
3493,132,180007
3494,133,70236
3495,133,70444
3496,133,70674
3497,133,70946
3498,133,71222
3499,133,71228
3500,133,71305
3501,133,71375
3502,133,71627
3503,133,71837
3504,133,72729
3505,133,72841
3506,133,72842
3507,133,72843
3508,133,72844
3509,133,72845
3510,133,72846
3511,133,72847
3512,133,72848
3513,133,72849
3514,133,72850
3515,133,72851
3516,133,72852
3517,133,72853
3518,133,72854
3519,133,72855
3520,133,72856
3521,133,72857
3522,133,72858
3523,133,72859
3524,133,72860
3525,133,72861
3526,133,72862
3527,133,72863
3528,133,72864
3529,133,72865
3530,133,72866
3531,133,72867
3532,133,72868
3533,133,72869
3534,133,72870
3535,133,72871
3536,133,72872
3537,133,72873
3538,133,72874
3539,133,170127
3540,133,180005
3541,133,180006
3542,134,70041
3543,134,70116
3544,134,70514
3545,134,70663
3546,134,71618
3547,134,72875
3548,134,72876
3549,134,72877
3550,134,72878
3551,134,72879
3552,134,72880
3553,134,72881
3554,134,72882
3555,134,72883
3556,134,72884
3557,134,72885
3558,134,72886
3559,134,72887
3560,134,72888
3561,134,72889
3562,134,72890
3563,134,72891
3564,134,72892
3565,134,72893
3566,134,72894
3567,134,72895
3568,134,72896
3569,134,72897
3570,134,72898
3571,134,72899
3572,134,72900
3573,134,72901
3574,134,72902
3575,134,72903
3576,134,72904
3577,134,72905
3578,134,72906
3579,134,72907
3580,134,72908
3581,134,72909
3582,134,72910
3583,134,72911
3584,134,72912
3585,134,72913
3586,134,72914
3587,134,72915
3588,134,72916
3589,134,170128
3590,134,180003
3591,135,70308
3592,135,72917
3593,135,72918
3594,135,72919
3595,135,72920
3596,135,72921
3597,135,72922
3598,135,72923
3599,135,72924
3600,135,72925
3601,135,72926
3602,135,72927
3603,135,72928
3604,135,72929
3605,135,72930
3606,135,170129
3607,135,180006
3608,136,72931
3609,136,72932
3610,136,72933
3611,136,72934
3612,136,72935
3613,136,72936
3614,136,72937
3615,136,72938
3616,136,72939
3617,136,170130
3618,136,180003
3619,137,70281
3620,137,71134
3621,137,71429
